itemid,hotelname,hotelid,roomtype_tokens_str,amenity_vector
96,Familiengasthof Maier,72911,double,"{'hair dryer', 'closet', 'safebox', 'wake-up service', 'coffeetea maker', 'refrigerator', 'towels', 'telephone', 'blackout curtains', 'linens', 'satellitecable', 'mirror', 'desk', 'air conditioning', 'daily housekeeping', 'private entrance', 'smoke detector', 'toiletries', 'clothes rack', 'heating', 'woodenparqueted flooring', 'free wi-fi in all rooms', 'soundproofing'}"
97,Familiengasthof Maier,72911,single,"{'hair dryer', 'closet', 'safebox', 'wake-up service', 'coffeetea maker', 'refrigerator', 'towels', 'telephone', 'blackout curtains', 'linens', 'satellitecable', 'mirror', 'desk', 'air conditioning', 'daily housekeeping', 'private entrance', 'smoke detector', 'toiletries', 'clothes rack', 'heating', 'woodenparqueted flooring', 'free wi-fi in all rooms', 'soundproofing'}"
98,Familiengasthof Maier,72911,triple,"{'hair dryer', 'closet', 'safebox', 'wake-up service', 'coffeetea maker', 'refrigerator', 'towels', 'telephone', 'blackout curtains', 'linens', 'satellitecable', 'mirror', 'desk', 'air conditioning', 'daily housekeeping', 'private entrance', 'smoke detector', 'toiletries', 'clothes rack', 'heating', 'woodenparqueted flooring', 'free wi-fi in all rooms', 'soundproofing'}"
99,Familiengasthof Maier,72911,family,"{'hair dryer', 'closet', 'safebox', 'wake-up service', 'coffeetea maker', 'refrigerator', 'towels', 'telephone', 'blackout curtains', 'linens', 'satellitecable', 'mirror', 'desk', 'air conditioning', 'private entrance', 'smoke detector', 'toiletries', 'clothes rack', 'heating', 'woodenparqueted flooring', 'free wi-fi in all rooms', 'soundproofing'}"
100,Familiengasthof Maier,72911,triple,"{'safebox', 'smoke detector', 'wake-up service', 'cleaning products', 'hair dryer', 'woodenparqueted flooring', 'carbon monoxide detector', 'fire extinguisher', 'mirror', 'shower', 'tv', 'desk', 'air conditioning', 'free wi-fi in all rooms', 'soundproofing'}"
101,Familiengasthof Maier,72911,twin,"{'private entrance', 'safebox', 'smoke detector', 'wake-up service', 'cleaning products', 'woodenparqueted flooring', 'carbon monoxide detector', 'linens', 'mirror', 'shower', 'tv', 'desk', 'air conditioning', 'free wi-fi in all rooms', 'soundproofing'}"
102,Familiengasthof Maier,72911,twin,"{'hair dryer', 'closet', 'safebox', 'wake-up service', 'coffeetea maker', 'towels', 'tv [flat screen]', 'telephone', 'linens', 'desk', 'air conditioning', 'private entrance', 'smoke detector', 'toiletries', 'clothes rack', 'heating', 'woodenparqueted flooring', 'free wi-fi in all rooms', 'soundproofing'}"
103,Chalet Garni Hotel Zimmermann,74799,standard,"{'carpeting', 'hair dryer', 'alarm clock', 'closet', 'separate dining area', 'safebox', 'wake-up service', 'coffeetea maker', 'interconnecting rooms', 'towels', 'telephone', 'ironing facilities', 'linens', 'satellitecable', 'daily newspaper', 'desk', 'air conditioning', 'daily housekeeping', 'smoke detector', 'seating area', 'toiletries', 'clothes rack', 'heating', 'laptop workspace', 'free wi-fi in all rooms', 'fan', 'soundproofing'}"
104,Chalet Garni Hotel Zimmermann,74799,double,"{'carpeting', 'hair dryer', 'alarm clock', 'closet', 'separate dining area', 'fan', 'safebox', 'wake-up service', 'coffeetea maker', 'towels', 'tv [flat screen]', 'telephone', 'ironing facilities', 'linens', 'desk', 'air conditioning', 'smoke detector', 'seating area', 'toiletries', 'clothes rack', 'heating', 'free wi-fi in all rooms', 'interconnecting rooms', 'soundproofing'}"
105,Chalet Garni Hotel Zimmermann,74799,double,"{'carpeting', 'hair dryer', 'alarm clock', 'closet', 'separate dining area', 'safebox', 'wake-up service', 'coffeetea maker', 'towels', 'tv [flat screen]', 'telephone', 'ironing facilities', 'linens', 'sofa', 'desk', 'air conditioning', 'smoke detector', 'seating area', 'toiletries', 'clothes rack', 'heating', 'free wi-fi in all rooms', 'fan', 'soundproofing'}"
106,Chalet Garni Hotel Zimmermann,74799,superior,"{'carpeting', 'hair dryer', 'alarm clock', 'closet', 'safebox', 'wake-up service', 'coffeetea maker', 'towels', 'tv [flat screen]', 'telephone', 'ironing facilities', 'linens', 'desk', 'air conditioning', 'smoke detector', 'seating area', 'toiletries', 'clothes rack', 'heating', 'free wi-fi in all rooms', 'fan', 'soundproofing'}"
107,Chalet Garni Hotel Zimmermann,74799,single,"{'safebox', 'coffeetea maker', 'shower', 'tv', 'air conditioning', 'free wi-fi in all rooms'}"
108,Panoramahotel Hauserhof,74804,twin,"{'safebox', 'ironing facilities', 'telephone', 'seating area', 'wake-up service', 'hair dryer', 'toiletries', 'heating', 'alarm clock', 'closet', 'tv', 'desk', 'air conditioning', 'free wi-fi in all rooms'}"
109,Panoramahotel Hauserhof,74804,double,"{'safebox', 'ironing facilities', 'telephone', 'seating area', 'hair dryer', 'toiletries', 'heating', 'closet', 'towels', 'mirror', 'tv', 'desk', 'air conditioning', 'free wi-fi in all rooms', 'bathrobes'}"
110,Panoramahotel Hauserhof,74804,family,"{'safebox', 'ironing facilities', 'telephone', 'seating area', 'hair dryer', 'toiletries', 'heating', 'closet', 'tv', 'desk', 'air conditioning', 'free wi-fi in all rooms'}"
111,Panoramahotel Hauserhof,74804,suite,"{'safebox', 'ironing facilities', 'telephone', 'seating area', 'hair dryer', 'toiletries', 'heating', 'closet', 'tv', 'desk', 'air conditioning', 'free wi-fi in all rooms'}"
112,Panoramahotel Hauserhof,74804,single,"{'safebox', 'ironing facilities', 'telephone', 'seating area', 'hair dryer', 'toiletries', 'heating', 'closet', 'tv', 'desk', 'air conditioning', 'free wi-fi in all rooms'}"
113,Panoramahotel Hauserhof,74804,double,"{'safebox', 'ironing facilities', 'telephone', 'wake-up service', 'hair dryer', 'toiletries', 'heating', 'closet', 'tv', 'desk', 'air conditioning', 'free wi-fi in all rooms'}"
114,Waldhotel,74814,double,"{'safebox', 'telephone', 'carpeting', 'coffeetea maker', 'hair dryer', 'heating', 'toiletries', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms', 'daily housekeeping'}"
115,Waldhotel,74814,single,"{'safebox', 'telephone', 'carpeting', 'coffeetea maker', 'hair dryer', 'heating', 'toiletries', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms', 'daily housekeeping'}"
116,Waldhotel,74814,twin,"{'safebox', 'telephone', 'carpeting', 'coffeetea maker', 'hair dryer', 'heating', 'toiletries', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms', 'daily housekeeping'}"
117,Waldhotel,74814,double,"{'safebox', 'free wi-fi in all rooms', 'shower', 'tv', 'air conditioning', 'telephone'}"
118,Art Hotel Vienna,82436,double,"{'carpeting', 'hair dryer', 'closet', 'safebox', 'wake-up service', 'towels', 'telephone', 'blackout curtains', 'ironing facilities', 'linens', 'satellitecable', 'daily newspaper', 'air conditioning', 'daily housekeeping', 'smoke detector', 'toiletries', 'heating', 'free wi-fi in all rooms', 'fan'}"
119,Art Hotel Vienna,82436,single,"{'carpeting', 'hair dryer', 'closet', 'safebox', 'wake-up service', 'towels', 'telephone', 'blackout curtains', 'ironing facilities', 'linens', 'satellitecable', 'daily newspaper', 'air conditioning', 'daily housekeeping', 'smoke detector', 'toiletries', 'heating', 'free wi-fi in all rooms', 'fan'}"
120,Art Hotel Vienna,82436,triple,"{'safebox', 'free wi-fi in all rooms', 'shower', 'tv', 'air conditioning', 'telephone'}"
121,Art Hotel Vienna,82436,triple,"{'safebox', 'shower', 'tv', 'air conditioning', 'free wi-fi in all rooms'}"
122,Hotel Lucia,82699,double,"{'carpeting', 'hair dryer', 'alarm clock', 'closet', 'safebox', 'wake-up service', 'towels', 'telephone', 'blackout curtains', 'ironing facilities', 'cleaning products', 'linens', 'satellitecable', 'mirror', 'desk', 'air conditioning', 'dart board', 'daily housekeeping', 'smoke detector', 'on-demand movies', 'seating area', 'toiletries', 'heating', 'free wi-fi in all rooms', 'fan'}"
123,Hotel Lucia,82699,triple,"{'carpeting', 'hair dryer', 'closet', 'safebox', 'wake-up service', 'towels', 'minibar', 'free bottled water', 'telephone', 'blackout curtains', 'ironing facilities', 'cleaning products', 'linens', 'sofa', 'satellitecable', 'trouser press', 'desk', 'air conditioning', 'dart board', 'daily housekeeping', 'smoke detector', 'on-demand movies', 'toiletries', 'heating', 'free wi-fi in all rooms', 'fan'}"
124,Hotel Lucia,82699,double,"{'carpeting', 'hair dryer', 'closet', 'safebox', 'wake-up service', 'towels', 'minibar', 'free bottled water', 'telephone', 'blackout curtains', 'ironing facilities', 'cleaning products', 'linens', 'satellitecable', 'trouser press', 'desk', 'air conditioning', 'dart board', 'daily housekeeping', 'smoke detector', 'on-demand movies', 'toiletries', 'heating', 'free wi-fi in all rooms', 'fan'}"
125,Hotel Lucia,82699,single,"{'carpeting', 'hair dryer', 'closet', 'safebox', 'wake-up service', 'towels', 'free bottled water', 'telephone', 'blackout curtains', 'ironing facilities', 'cleaning products', 'linens', 'satellitecable', 'desk', 'air conditioning', 'dart board', 'daily housekeeping', 'smoke detector', 'on-demand movies', 'toiletries', 'heating', 'free wi-fi in all rooms', 'fan'}"
126,Hotel Lucia,82699,business,"{'carpeting', 'hair dryer', 'closet', 'safebox', 'wake-up service', 'towels', 'telephone', 'blackout curtains', 'ironing facilities', 'cleaning products', 'linens', 'satellitecable', 'desk', 'air conditioning', 'dart board', 'daily housekeeping', 'smoke detector', 'on-demand movies', 'toiletries', 'heating', 'free wi-fi in all rooms', 'fan'}"
127,Hotel Lucia,82699,twin,"{'carpeting', 'hair dryer', 'closet', 'safebox', 'wake-up service', 'towels', 'telephone', 'blackout curtains', 'ironing facilities', 'cleaning products', 'linens', 'satellitecable', 'desk', 'air conditioning', 'dart board', 'daily housekeeping', 'smoke detector', 'toiletries', 'heating', 'free wi-fi in all rooms', 'fan'}"
128,Hotel Lucia,82699,double,"{'safebox', 'free wi-fi in all rooms', 'shower', 'tv', 'air conditioning', 'telephone'}"
129,Hotel Lucia,82699,business,"{'safebox', 'free wi-fi in all rooms', 'shower', 'tv', 'air conditioning', 'telephone'}"
130,Eurohotel Vienna Airport,82904,family,"{'safebox', 'hair dryer', 'toiletries', 'heating', 'alarm clock', 'towels', 'additional toilet', 'linens', 'satellitecable', 'mirror', 'desk', 'air conditioning', 'free wi-fi in all rooms', 'additional bathroom', 'daily housekeeping'}"
131,Eurohotel Vienna Airport,82904,triple,"{'safebox', 'hair dryer', 'toiletries', 'heating', 'additional toilet', 'satellitecable', 'mirror', 'desk', 'air conditioning', 'free wi-fi in all rooms', 'additional bathroom', 'daily housekeeping'}"
132,Eurohotel Vienna Airport,82904,twin,"{'safebox', 'heating', 'additional toilet', 'satellitecable', 'mirror', 'desk', 'air conditioning', 'free wi-fi in all rooms', 'additional bathroom'}"
133,Eurohotel Vienna Airport,82904,double,"{'safebox', 'telephone', 'carpeting', 'hair dryer', 'toiletries', 'heating', 'alarm clock', 'towels', 'linens', 'satellitecable', 'mirror', 'desk', 'air conditioning', 'free wi-fi in all rooms', 'daily housekeeping'}"
134,Eurohotel Vienna Airport,82904,single,"{'safebox', 'hair dryer', 'toiletries', 'heating', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms'}"
135,Eurohotel Vienna Airport,82904,other,"{'safebox', 'shower', 'tv', 'air conditioning', 'free wi-fi in all rooms'}"
136,Hotel Am Parkring,90861,double,"{'safebox', 'telephone', 'carpeting', 'seating area', 'wake-up service', 'coffeetea maker', 'hair dryer', 'heating', 'toiletries', 'closet', 'minibar', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms', 'blackout curtains', 'daily housekeeping', 'soundproofing'}"
137,Hotel Am Parkring,90861,double,"{'safebox', 'telephone', 'carpeting', 'seating area', 'wake-up service', 'coffeetea maker', 'hair dryer', 'heating', 'toiletries', 'closet', 'minibar', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms', 'blackout curtains', 'daily housekeeping', 'soundproofing'}"
138,Hotel Am Parkring,90861,suite,"{'safebox', 'telephone', 'carpeting', 'seating area', 'wake-up service', 'coffeetea maker', 'hair dryer', 'heating', 'toiletries', 'closet', 'minibar', 'satellitecable', 'trouser press', 'desk', 'air conditioning', 'free wi-fi in all rooms', 'daily housekeeping', 'soundproofing'}"
139,Hotel Am Parkring,90861,single,"{'safebox', 'telephone', 'carpeting', 'seating area', 'wake-up service', 'coffeetea maker', 'hair dryer', 'heating', 'toiletries', 'closet', 'minibar', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms', 'daily housekeeping', 'soundproofing'}"
140,Hotel Altstadt Vienna,90896,double,"{'hair dryer', 'slippers', 'closet', 'safebox', 'wake-up service', 'coffeetea maker', 'refrigerator', 'towels', 'minibar', 'free bottled water', 'telephone', 'blackout curtains', 'ironing facilities', 'linens', 'sofa', 'satellitecable', 'mirror', 'desk', 'air conditioning', 'bathrobes', 'smoke detector', 'seating area', 'toiletries', 'heating', 'woodenparqueted flooring', 'free wi-fi in all rooms', 'soundproofing'}"
141,Hotel Altstadt Vienna,90896,standard,"{'safebox', 'shower', 'tv', 'air conditioning', 'free wi-fi in all rooms'}"
142,Hotel Altstadt Vienna,90896,suite,"{'safebox', 'shower', 'tv', 'air conditioning', 'free wi-fi in all rooms'}"
143,Hotel Viktoria,90911,double,"{'safebox', 'smoke detector', 'carpeting', 'telephone', 'wake-up service', 'coffeetea maker', 'hair dryer', 'heating', 'toiletries', 'closet', 'towels', 'free bottled water', 'linens', 'sofa', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms'}"
144,Hotel Viktoria,90911,triple,"{'safebox', 'smoke detector', 'carpeting', 'telephone', 'wake-up service', 'coffeetea maker', 'hair dryer', 'heating', 'toiletries', 'closet', 'towels', 'free bottled water', 'linens', 'sofa', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms'}"
145,Hotel Viktoria,90911,single,"{'safebox', 'smoke detector', 'carpeting', 'telephone', 'wake-up service', 'coffeetea maker', 'hair dryer', 'heating', 'toiletries', 'closet', 'towels', 'free bottled water', 'linens', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms'}"
146,Q Hotel Maria Theresia,90912,standard,"{'carpeting', 'hair dryer', 'slippers', 'alarm clock', 'closet', 'safebox', 'wake-up service', 'towels', 'free bottled water', 'telephone', 'blackout curtains', 'linens', 'sofa', 'satellitecable', 'mirror', 'daily newspaper', 'desk', 'air conditioning', 'bathrobes', 'daily housekeeping', 'private entrance', 'smoke detector', 'seating area', 'toiletries', 'clothes rack', 'heating', 'free wi-fi in all rooms', 'interconnecting rooms'}"
147,Q Hotel Maria Theresia,90912,double,"{'carpeting', 'hair dryer', 'slippers', 'alarm clock', 'closet', 'safebox', 'wake-up service', 'towels', 'free bottled water', 'telephone', 'blackout curtains', 'linens', 'satellitecable', 'mirror', 'daily newspaper', 'desk', 'air conditioning', 'bathrobes', 'daily housekeeping', 'private entrance', 'smoke detector', 'seating area', 'toiletries', 'clothes rack', 'heating', 'free wi-fi in all rooms', 'interconnecting rooms'}"
148,Q Hotel Maria Theresia,90912,double,"{'hair dryer', 'slippers', 'alarm clock', 'closet', 'safebox', 'wake-up service', 'towels', 'free bottled water', 'telephone', 'blackout curtains', 'linens', 'sofa', 'satellitecable', 'mirror', 'daily newspaper', 'desk', 'air conditioning', 'bathrobes', 'daily housekeeping', 'private entrance', 'smoke detector', 'seating area', 'toiletries', 'clothes rack', 'heating', 'free wi-fi in all rooms', 'interconnecting rooms'}"
149,Q Hotel Maria Theresia,90912,single,"{'hair dryer', 'slippers', 'alarm clock', 'closet', 'safebox', 'wake-up service', 'towels', 'free bottled water', 'telephone', 'blackout curtains', 'linens', 'satellitecable', 'mirror', 'daily newspaper', 'desk', 'air conditioning', 'bathrobes', 'daily housekeeping', 'private entrance', 'smoke detector', 'seating area', 'toiletries', 'clothes rack', 'heating', 'free wi-fi in all rooms', 'interconnecting rooms'}"
150,Hotel-Gasthof Lowen,111618,triple,"{'safebox', 'telephone', 'carpeting', 'seating area', 'wake-up service', 'hair dryer', 'toiletries', 'heating', 'closet', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms'}"
151,Hotel-Gasthof Lowen,111618,double,"{'safebox', 'telephone', 'carpeting', 'seating area', 'wake-up service', 'hair dryer', 'toiletries', 'heating', 'closet', 'tv [flat screen]', 'desk', 'air conditioning', 'free wi-fi in all rooms'}"
152,Das Weitzer,111626,economy,"{'safebox', 'telephone', 'carpeting', 'wake-up service', 'hair dryer', 'toiletries', 'minibar', 'satellitecable', 'mirror', 'desk', 'air conditioning', 'free wi-fi in all rooms'}"
153,Das Weitzer,111626,single,"{'safebox', 'telephone', 'wake-up service', 'hair dryer', 'toiletries', 'woodenparqueted flooring', 'minibar', 'satellitecable', 'mirror', 'desk', 'air conditioning', 'free wi-fi in all rooms'}"
154,Das Weitzer,111626,suite,"{'safebox', 'telephone', 'seating area', 'wake-up service', 'hair dryer', 'toiletries', 'woodenparqueted flooring', 'minibar', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms'}"
155,Das Weitzer,111626,single,"{'safebox', 'telephone', 'seating area', 'wake-up service', 'hair dryer', 'toiletries', 'woodenparqueted flooring', 'minibar', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms'}"
